gene2482	GO:0019934,GO:0045859,GO:0007274,GO:0007015,GO:0008103,GO:0004672,GO:0008355,GO:0048149,GO:0008603,GO:0005886,GO:0005952,GO:0071361,GO:0005737,GO:0030552,GO:2000253
gene2491	GO:0019934,GO:0017071,GO:0001666,GO:0098655,GO:0005221,GO:0043269,GO:0007610,GO:0005622
gene2484	GO:0000932,GO:0005634,GO:0030015,GO:0004535,GO:0005515,GO:0006355,GO:0006402,GO:0017148,GO:0031047,GO:0090503
gene2494	
gene2492	
gene2493	GO:0016579,GO:0035220,GO:0004197,GO:0045751,GO:0051171,GO:0060968,GO:0045824,GO:0043687,GO:0004843,GO:0002785,GO:0030307,GO:0005515,GO:0031647,GO:0030154,GO:0061060,GO:0080090,GO:0031323
gene2495	GO:0035023,GO:0007560,GO:0035120,GO:0051491,GO:0007601,GO:0001654,GO:0050770,GO:0043087,GO:0050803,GO:0030054,GO:0035114,GO:0030036,GO:0030676
gene2500	GO:0120035,GO:0120025,GO:0040011,GO:0007163,GO:0098590,GO:0022603,GO:0007156,GO:0048519,GO:0048518,GO:0048638,GO:0030855,GO:0048583,GO:0005515,GO:0009605,GO:0006928,GO:0005509,GO:0007409,GO:0001736,GO:0035239,GO:0016021,GO:2000026
gene2510	
gene2502	GO:0016459,GO:0042803,GO:0060361,GO:0060571,GO:0045214,GO:0007298,GO:0043520,GO:0003774,GO:0051015,GO:0044291,GO:0030898,GO:0005524,GO:0005703,GO:0007527,GO:0008307,GO:0006936,GO:0030241,GO:0005829,GO:0071689,GO:0031672,GO:0050821,GO:0016203
gene2503	GO:0005770,GO:0005774,GO:0010008,GO:0016021,GO:0017137,GO:0008333,GO:0016197,GO:0048731
gene2506	GO:0000221,GO:0033181,GO:0046961,GO:0008340,GO:0015991,GO:0033227,GO:0006119,GO:1902600
gene2508	GO:0007528,GO:0005975,GO:0008378,GO:0006044,GO:0008344,GO:0030166,GO:0006688,GO:0033207,GO:0033842
gene2507	GO:0003676,GO:0006388,GO:0000213,GO:0000214,GO:0051252
gene2505	GO:0008270,GO:0042802,GO:0009972,GO:0004126,GO:0006206
gene2509	
gene2504	GO:0005758,GO:0005507,GO:0033617
gene2501	GO:0004197,GO:0090263,GO:0008134,GO:0042675,GO:0051090,GO:0004843,GO:0031935,GO:0005700,GO:0048585,GO:0045880,GO:0005829,GO:0035328,GO:0050821,GO:0032435,GO:0016578,GO:0005667
gene9	GO:0044428,GO:0007291,GO:0061608,GO:0005737,GO:0006607,GO:0017022,GO:0008565,GO:0005112,GO:0042332,GO:0009411,GO:0016459,GO:0007165
gene2519	GO:0009987
gene270	GO:0044444,GO:0005515
gene2513	GO:0016602,GO:0003700,GO:0045893,GO:0000976,GO:0045466,GO:0006355
gene2511	
gene2524	GO:0007490,GO:0046680,GO:0005506,GO:0016705,GO:0043231,GO:0055114,GO:0044444,GO:0031090,GO:0020037
gene2521	GO:0016327,GO:0016328,GO:0007274,GO:0045169,GO:0007016,GO:0005546,GO:0007009,GO:0042060,GO:0042062,GO:0005925,GO:0030506,GO:0005509,GO:0010797,GO:0031594,GO:0016199,GO:0045170,GO:0030424,GO:0031532,GO:0045214,GO:0007026,GO:0006897,GO:0008017,GO:0051015,GO:0030018,GO:0048790,GO:0072499,GO:0045186,GO:0005938,GO:0032432,GO:0016324,GO:0051017,GO:0045298
gene2512	GO:0043900,GO:0008587,GO:0043067,GO:0008586,GO:0042332,GO:0048699,GO:0006468,GO:0009416,GO:0045747,GO:0007611,GO:0051962,GO:0005524,GO:0035331,GO:0046622,GO:0090263,GO:0044444,GO:0008013,GO:0008134,GO:0004674,GO:0042048,GO:0048749,GO:0007600,GO:0051130,GO:0010628,GO:0045880,GO:0050821,GO:0031323,GO:0016342,GO:0005667,GO:0009069
gene2523	GO:0007476,GO:0009611,GO:0044464,GO:0008365,GO:0002385,GO:0048518,GO:0042742,GO:0020037,GO:0004601,GO:0006979,GO:0005509,GO:0043066,GO:0016174,GO:0016020,GO:0055114,GO:0071704,GO:0050665,GO:0006804
gene2517	GO:0005853,GO:0003746,GO:0005515,GO:0005840,GO:0006448
gene2516	
gene2515	GO:0005737,GO:0034976,GO:0050905,GO:1990592
gene2514	GO:0035220,GO:0007411,GO:0006355,GO:0005794,GO:0005881,GO:0048523,GO:0005884,GO:0048518,GO:0005886,GO:0006950,GO:0008017,GO:0030426,GO:0051015,GO:0097113,GO:0044451,GO:0031594,GO:0051704,GO:0030674,GO:0031532,GO:0045298
gene2522	GO:0005829,GO:0005515,GO:0007275,GO:0009408,GO:0010033,GO:0034976,GO:0065007
gene2520	GO:0008021,GO:0045214,GO:0008048,GO:0008597,GO:0043666,GO:0009966,GO:0007269,GO:0007528,GO:0051049,GO:0044093,GO:0004721,GO:0005516,GO:0051321,GO:0016192,GO:0005955,GO:0048522,GO:0005509,GO:0042592,GO:0016020,GO:0030241,GO:0030431
gene2525	GO:0007275,GO:0022611,GO:0035206,GO:0003729,GO:0007268,GO:0035614,GO:0000398
gene2526	GO:0002225,GO:0031349,GO:0046872,GO:0045087,GO:0006508,GO:0004252,GO:0009950,GO:0005576,GO:0031325
gene2527	GO:0005524,GO:0005856,GO:0070740,GO:0018410,GO:0070735
gene2528	GO:0048584,GO:0048522,GO:0051707,GO:0045087,GO:0006508,GO:0004252,GO:0009950,GO:0005576
gene2529	GO:0007370,GO:0004252,GO:0009950,GO:0045752,GO:0002225,GO:0031349,GO:0005615,GO:0098595,GO:0046872,GO:0045087,GO:0006508,GO:0050832,GO:0031325,GO:0050830
gene271	GO:0005802,GO:0031090,GO:0031254,GO:0032154,GO:0043025,GO:0055037,GO:0003924,GO:0005525,GO:0036313,GO:0000281,GO:0007112,GO:0007390,GO:0008089,GO:0008258,GO:0016189,GO:0032024,GO:0033500,GO:0034058,GO:0034067,GO:0035088,GO:0035883,GO:0046529,GO:0046664,GO:0048227,GO:0048675,GO:0050775,GO:0061865
gene2531	GO:0050789
gene2530	GO:0005576,GO:0005887,GO:0031594,GO:0042734,GO:0042995,GO:0043025,GO:0045211,GO:0048788,GO:0042803,GO:0046982,GO:0001941,GO:0007274,GO:0016200,GO:0031122,GO:0034110,GO:0034116,GO:0040017,GO:0042051,GO:0048036,GO:0048058,GO:0048499,GO:0048790,GO:0051124,GO:0097090,GO:0099190,GO:0099559,GO:2000331
gene2532	GO:0043900,GO:0009653,GO:0007276,GO:0022008,GO:1901800,GO:0043523,GO:0003006,GO:0005524,GO:0044087,GO:0016236,GO:0010256,GO:0051128,GO:0044428,GO:0048468,GO:0000226,GO:0048523,GO:0022411,GO:0022412,GO:0042623,GO:0005778,GO:0043161,GO:0005515,GO:0006625,GO:0023051,GO:0005838,GO:0051716,GO:0010646
gene2533	
gene2534	GO:0035561,GO:0019901,GO:0016538,GO:0009794,GO:0007096,GO:0035186,GO:0000079,GO:0005634,GO:0000281,GO:1902808,GO:0000070,GO:0005819,GO:0055059,GO:0045170,GO:0010389,GO:0051726
gene2536	GO:0017150,GO:0008033,GO:0050660,GO:0055114
gene2535	
gene2537	GO:0016513,GO:0003713,GO:0046982,GO:0035206,GO:0043565,GO:0008134,GO:0048749,GO:0006357,GO:0045893
gene2542	
gene2553	GO:0070584,GO:0045494,GO:0010635
gene2550	GO:0003713,GO:0005667,GO:0045893
gene2545	GO:0090304,GO:0015630,GO:0033043,GO:0022607,GO:0007399,GO:0044267,GO:0042254,GO:0048513,GO:0009653,GO:0060429,GO:0048519,GO:0007049,GO:1990234,GO:0005515,GO:0044430,GO:0044451,GO:0030154,GO:0016740,GO:0050896,GO:0031323
gene273	GO:0016021,GO:0015299,GO:0006812,GO:0055085,GO:0006885
gene2549	GO:0030170,GO:0008483,GO:0006520,GO:0009058
gene2538	GO:0005887,GO:0007218,GO:0071465,GO:0051928,GO:0001607,GO:0036401,GO:0016323,GO:0007589,GO:0007187,GO:0007268
gene2544	GO:0051233,GO:0005737,GO:0007052,GO:0000281,GO:0008017,GO:0045298
gene2551	GO:0005515,GO:0006396
gene2552	GO:0035097,GO:0005515,GO:0016570,GO:0018205,GO:0050789
gene2548	GO:0030170,GO:0004838,GO:0000162,GO:0006103,GO:0006536,GO:0006571,GO:0009094,GO:0009821
gene2539	GO:0043229,GO:0065008,GO:0060255,GO:0009653,GO:0051171,GO:0048519,GO:0006511,GO:0001654,GO:0048522,GO:0023051,GO:0046982,GO:0010646,GO:0080090,GO:0050896,GO:0016567
gene2540	GO:0005840,GO:0003735,GO:0006412,GO:0042254
gene274	GO:0015114,GO:0015893,GO:0015370,GO:0044464,GO:0098660,GO:0009987,GO:0006835,GO:0006836,GO:0098656,GO:0006817,GO:0015807,GO:0016021,GO:0015800,GO:0006812
gene2547	GO:0003723,GO:0005515
gene2543	GO:0030414,GO:0005615,GO:0045861
gene2541	GO:0043227,GO:0043229,GO:0044444,GO:0051020,GO:0007298,GO:0008340,GO:0031323,GO:0043087,GO:0044267
gene2546	GO:0008063,GO:0014047,GO:0015179,GO:0008049,GO:0007623,GO:0007635,GO:0042742,GO:1903801,GO:0005654,GO:0005938,GO:0016021,GO:0006909,GO:0005829,GO:0031594,GO:0050832
gene2554	
gene2556	GO:0045924,GO:0040034,GO:0000976,GO:0007298,GO:0001228,GO:0001227,GO:0002121,GO:0030425,GO:0005700,GO:0045892,GO:0023061,GO:0046982,GO:0048047,GO:0018991,GO:0018993,GO:0051726,GO:0014019,GO:0008270,GO:0035271,GO:0016319,GO:0035073,GO:0008232,GO:0048526,GO:0007620,GO:0046620,GO:0048842,GO:0006697,GO:0001752,GO:0055057,GO:0016322,GO:0031103,GO:0035100,GO:0042594,GO:0008049,GO:0045944,GO:0042752,GO:0001047,GO:0048813,GO:0007507,GO:0004879,GO:0045475,GO:0045596,GO:0003707,GO:0042803,GO:0007165,GO:0003682,GO:0071390,GO:0005102,GO:0020037,GO:0035206,GO:0000785
gene2558	GO:0009790,GO:0035100,GO:0045924,GO:0040034,GO:0042594,GO:0008049,GO:0000976,GO:0007298,GO:0001228,GO:0001227,GO:0042752,GO:0001047,GO:0048813,GO:0030425,GO:0007507,GO:0005700,GO:0045892,GO:0048863,GO:0004879,GO:0046982,GO:0045893,GO:0045475,GO:0045596,GO:0048047,GO:0018991,GO:0003707,GO:0018993,GO:0008270,GO:0042803,GO:0016319,GO:0035073,GO:0008232,GO:0007165,GO:0007267,GO:0048526,GO:0007620,GO:0046620,GO:0003682,GO:0048842,GO:0071390,GO:0005102,GO:0006697,GO:0006357,GO:0020037,GO:0001752,GO:0035206,GO:0016322,GO:0031103,GO:0000785
gene275	
gene2557	GO:0042302
gene2560	GO:0005730,GO:0016020,GO:1990904,GO:0005515,GO:0003006,GO:0006355,GO:0006364,GO:0006810,GO:0007166,GO:0007399,GO:0009966,GO:0030154,GO:0034613,GO:0048522,GO:0048523,GO:0051704,GO:0065008
gene2559	GO:0040014,GO:0008284,GO:0007411,GO:0048513,GO:0060429,GO:1902533,GO:0006468,GO:0048639,GO:1901700,GO:0060249,GO:0005887,GO:0005524,GO:0048521,GO:0004714,GO:0051240,GO:0061061,GO:0055088,GO:0007283,GO:0007169,GO:0043235,GO:0046620,GO:0048523,GO:0007568,GO:0006950,GO:0005515,GO:0032879,GO:0006629,GO:0010243,GO:0031323,GO:0098728
gene2561	GO:0016021,GO:0009755,GO:0048878
gene2563	
gene2562	
gene276	
gene2566	GO:0000045,GO:0005515,GO:0034045,GO:0035096,GO:0034274,GO:0006501,GO:0000422,GO:0019776,GO:0005776,GO:0061723,GO:0006995
gene2564	GO:0016787
gene2565	GO:0043186,GO:0010529,GO:1990511
gene2570	
gene2567	GO:0005524,GO:0004714,GO:0016020,GO:0007169,GO:0006468
gene2568	GO:0030870,GO:0005515,GO:0006302,GO:0007095
gene277	
gene2569	GO:0007391,GO:0018108,GO:0043507,GO:0040011,GO:0007030,GO:0034330,GO:0022607,GO:0007015,GO:0046777,GO:0022603,GO:0005524,GO:0004713,GO:0051960,GO:0044087,GO:0032147,GO:2000331,GO:0030424,GO:0007283,GO:0042221,GO:0007169,GO:0044444,GO:0048805,GO:0007616,GO:0005515,GO:0007417,GO:0006928,GO:0048674,GO:0072375,GO:0004709,GO:0071944,GO:0007178,GO:0009069
gene2582	GO:0005326,GO:0006836,GO:0065008,GO:0015696,GO:0015695,GO:0050794,GO:0015101,GO:0055085,GO:0042493,GO:0016021,GO:0051239,GO:0042995
gene279	GO:0005604,GO:0005886,GO:0005911,GO:0016021,GO:0043025,GO:0044295,GO:0048471,GO:0004888,GO:0005515,GO:0003143,GO:0007156,GO:0007367,GO:0007432,GO:0007502,GO:0008045,GO:0008406,GO:0016200,GO:0016318,GO:0016319,GO:0016339,GO:0033627,GO:0034446,GO:0045746,GO:0045773,GO:0048057,GO:0051963,GO:0055013,GO:0060071,GO:0070593,GO:0070831,GO:0070983,GO:1902669,GO:2000289
gene2600	
gene2594	GO:0004649,GO:0005975,GO:0009987,GO:0065007
gene2596	GO:0005524,GO:0017109,GO:0005515,GO:0048471,GO:0007409,GO:0007476,GO:0006750,GO:0046688,GO:0004357
gene2591	GO:0005615,GO:0004867,GO:0004869,GO:0010951,GO:0060570
gene38	GO:0004364,GO:0004602,GO:0005515,GO:0006749,GO:0006803,GO:0006804,GO:0006979
gene278	
gene283	
gene2595	GO:0008270,GO:0042802,GO:0007275,GO:0036099,GO:0005838,GO:0000338,GO:0046983,GO:0044444,GO:0008180,GO:0048140,GO:0050821,GO:0008237
gene2597	
gene2588	GO:0008270,GO:0035271,GO:0060086,GO:0045665,GO:0007552,GO:0045944,GO:0000785,GO:0000981,GO:0007605,GO:0005634,GO:0003677,GO:0001752,GO:0045892,GO:0043153,GO:0010114,GO:0051128
gene2593	
gene2590	
gene2589	GO:0043231,GO:0016021,GO:0044444
gene2587	GO:0005576,GO:0001664,GO:0005179,GO:0007186,GO:0007589,GO:0009755,GO:0045475
gene2598	GO:0016020
gene282	GO:0030150,GO:0015450,GO:0042719,GO:0016021,GO:0071456,GO:0005742,GO:0009941
gene2603	GO:0003723,GO:0003735,GO:0000470,GO:0002181,GO:0015934
gene2601	
gene2577	
gene2599	GO:0031252,GO:0007498,GO:0051371,GO:0008157,GO:0030239,GO:0030018,GO:0001952,GO:0045177,GO:0003779,GO:0005925,GO:0045178,GO:0005927,GO:0005915,GO:0001725,GO:0016323
gene2611	GO:0046949,GO:0001676,GO:0019433,GO:0004467
gene2612	GO:0000775,GO:0005737,GO:0030289,GO:0019888,GO:0000278,GO:0006470,GO:0045879
gene2606	GO:0005515,GO:0005815,GO:0007099,GO:0044441,GO:0048856,GO:0010457,GO:0030154
gene281	GO:0003677
gene2607	
gene2605	GO:0031391,GO:0007062,GO:0003689,GO:0006272,GO:0005663,GO:0042575
gene2580	GO:0004371,GO:0006071,GO:0046486
gene2581	GO:0045927,GO:0065008,GO:0015696,GO:0015695,GO:0015101,GO:0055085,GO:0042995,GO:0005326,GO:0006836,GO:0050794,GO:0042493,GO:0016021,GO:0051239
gene2579	
gene2583	GO:0080008,GO:0005515,GO:0016567,GO:0035212
gene2584	GO:0005739,GO:0016319,GO:0055114
gene2602	GO:0061564,GO:0005515,GO:0006470,GO:0016020,GO:0042221,GO:0044464,GO:0009653,GO:0005001,GO:0006570,GO:0007165
gene280	
gene2614	GO:0000122,GO:0003677,GO:0009649,GO:0010977,GO:0035074,GO:0045165,GO:0001227,GO:0007552,GO:0071390,GO:0009416,GO:0045316,GO:0007600
gene2609	GO:0046949,GO:0001676,GO:0019433,GO:0004467
gene2608	
gene2585	GO:0005524,GO:0070183,GO:0005759,GO:0004830,GO:0006568
gene2586	GO:0000287,GO:0052720,GO:0090305,GO:0005515,GO:0006284,GO:0003735,GO:0005509,GO:0002181,GO:0016363,GO:0000027,GO:0140078,GO:0005654,GO:0005840
gene2604	GO:0005975,GO:0030060,GO:0006108,GO:0006090,GO:0019643,GO:0046487
gene2610	GO:0015562,GO:0006783,GO:0060857,GO:0008354,GO:0008559,GO:0005743,GO:0097254,GO:0005524,GO:0001666,GO:0006839,GO:0017085,GO:0016021,GO:0042908,GO:0005919,GO:0006855
gene284	GO:0009790,GO:0016319,GO:0022607,GO:0005088,GO:0046579,GO:0022603,GO:0048468,GO:0043547,GO:0005622,GO:0003006,GO:0002009,GO:0061061,GO:0016477,GO:2000026
gene2613	
gene2578	GO:0004672
gene2615	
gene2616	
gene2623	GO:0005737,GO:0043231,GO:0005515,GO:0001654,GO:0006511,GO:0009790,GO:0016567,GO:0048522,GO:0048812,GO:1902531,GO:1904059
gene2622	GO:0008587,GO:0043001,GO:0007367,GO:0005771,GO:0061357,GO:0099056,GO:0031228,GO:0005769,GO:0099157,GO:0070062,GO:0045211,GO:0030285,GO:0031594,GO:0033157,GO:0030177,GO:0017147,GO:0031227,GO:0035017,GO:0031302
gene2620	GO:0005743,GO:0005759,GO:0030532,GO:0003924,GO:0005525,GO:0008135,GO:0043022,GO:0006414,GO:0006996,GO:0032543,GO:0045727,GO:0071826,GO:0005840,GO:0006417
gene2617	GO:0005488,GO:0034728,GO:0050794
gene2618	GO:0016020,GO:0043231,GO:0019901,GO:0046872,GO:0061630,GO:0001707,GO:0003006,GO:0006511,GO:0006625,GO:0007283,GO:0007390,GO:0007391,GO:0007616,GO:0008258,GO:0008340,GO:0015919,GO:0016197,GO:0016567,GO:0017038,GO:0022407,GO:0022412,GO:0032494,GO:0045087,GO:0048149,GO:0048468,GO:0051301,GO:0060548
gene2621	GO:0003743,GO:0005840,GO:0006446
gene2619	GO:0005680,GO:0030071,GO:0031145
gene2627	GO:0010890,GO:0035282,GO:0090433,GO:0045886,GO:0007268,GO:0007411,GO:0006655,GO:0006633,GO:0061502,GO:0030514,GO:0005777,GO:0001676,GO:0035338,GO:0005829,GO:0030424
gene285	GO:0035025,GO:0005737,GO:0005089,GO:0030036,GO:0043087
gene2624	
gene2625	GO:0055085,GO:0016021,GO:0098590,GO:0009987,GO:0008028,GO:0015718
gene2626	GO:0016021
gene2628	GO:0007391,GO:0014069,GO:0019904,GO:0031175,GO:0032880,GO:0007265,GO:1905519,GO:0046328,GO:0051015,GO:0030425,GO:0007219,GO:0048730,GO:0005938,GO:0042043,GO:0005915,GO:0005926,GO:0015629,GO:0016330,GO:0014009,GO:0019722,GO:0017016
gene2630	GO:0019901,GO:0034453,GO:0060361,GO:0007097,GO:0008335,GO:0007015,GO:0090286,GO:0005640,GO:0005884,GO:0006997,GO:0007303,GO:0007523,GO:0051015,GO:0051643,GO:0030018,GO:0048471,GO:0007519,GO:0016021,GO:0034993,GO:0051646,GO:0016477
gene2629	GO:0034453,GO:0060361,GO:0007097,GO:0007498,GO:0051491,GO:0007015,GO:0048813,GO:0030426,GO:0051643,GO:0005927,GO:0005829,GO:0051646,GO:0016477,GO:0019901,GO:0016319,GO:0008335,GO:0090286,GO:0005640,GO:0005884,GO:0006997,GO:0007303,GO:0007523,GO:0051015,GO:0030018,GO:0048471,GO:0001578,GO:0030716,GO:0007519,GO:0030175,GO:0034993,GO:0035149,GO:0016203
gene2631	GO:0008010,GO:0031012
gene2632	GO:0007381,GO:0061101,GO:0008595,GO:0008045,GO:0007382,GO:0007377,GO:0007366,GO:0035290,GO:0007521,GO:0007376,GO:0045944,GO:0048728,GO:0007412,GO:0000981,GO:0007512,GO:0009997,GO:0000980,GO:0007517,GO:0000122,GO:0003007,GO:1901739,GO:0007417,GO:0050770
gene2640	GO:0007193,GO:0005887,GO:0035013,GO:0007218,GO:0008188,GO:0002209,GO:0008345,GO:0008344,GO:0007268
gene2641	
gene286	GO:0008375,GO:0016020,GO:0006486,GO:0008378,GO:0009653
gene2643	GO:0003735,GO:0002181,GO:0005840,GO:0042254
gene2642	GO:0042802,GO:0007494,GO:0031670,GO:0016607,GO:0042594,GO:0007520,GO:0007455,GO:0001228,GO:0008101,GO:0008354,GO:0007365,GO:0048468,GO:0045944,GO:0007525,GO:0007448,GO:0007346,GO:0000980,GO:0010817,GO:0000122,GO:0007417,GO:0005737,GO:0007519,GO:0010038,GO:0032991
gene2644	
gene2646	
gene2647	GO:0000981,GO:0006357,GO:0030154
gene2645	GO:0071805,GO:0008076,GO:0042066,GO:0008016,GO:0007612,GO:0005249,GO:0005515,GO:0042391,GO:0007608,GO:0007619,GO:0034765,GO:0016740,GO:0048150,GO:0051259
gene2648	
gene2649	
gene2651	
gene2652	
gene35	GO:0005576,GO:0016021,GO:0044464,GO:0004867,GO:0005515,GO:0001736,GO:0007163,GO:0019226,GO:0022603,GO:0031175,GO:0048523,GO:0050896,GO:0051128,GO:0051960,GO:0065008
gene2653	
gene2654	GO:0030054,GO:0031410,GO:0044459,GO:0005102,GO:0001708,GO:0001736,GO:0007450,GO:0008587,GO:0016043,GO:0016477,GO:0035214,GO:0042063,GO:0045596,GO:0048522,GO:0048663,GO:0051241,GO:2000026,GO:0007165
gene2658	
gene2663	GO:0019825,GO:0020037
gene287	GO:0003676
gene2664	GO:0035211,GO:0043704,GO:0007483,GO:0016319,GO:0035263,GO:0007411,GO:0006355,GO:0007479,GO:0005667,GO:0010629,GO:0048098,GO:0005515,GO:0042051
gene2662	GO:0070847,GO:0003713,GO:0016592,GO:0031618,GO:0045944,GO:0033613,GO:0006367,GO:0045893
gene2657	
gene2659	
gene2660	GO:0046872,GO:0051539,GO:0016992,GO:0009107,GO:0009249
gene2661	GO:0001178,GO:0045292,GO:0000381,GO:0016607,GO:0035327,GO:0003729,GO:0031440
gene2655	GO:0016788
gene2650	
gene2656	
gene2665	GO:0031594,GO:0098820,GO:0099055,GO:0052689,GO:0097109,GO:0007268,GO:0042135,GO:0048488,GO:0051124,GO:0097115,GO:0097164,GO:1901575
gene288	GO:0005576,GO:0008061,GO:0006030
gene2666	GO:0005829,GO:0004632,GO:0007303,GO:0007476,GO:0015937,GO:0030036,GO:0030708,GO:0030713,GO:0046843,GO:0055091,GO:0070328,GO:0015940
gene2667	GO:0005829,GO:0005524,GO:0031072,GO:0042623,GO:0044183,GO:0051082,GO:0051787,GO:0001666,GO:0009636,GO:0034620,GO:0035080,GO:0042026,GO:0051085
gene2668	
gene2670	GO:0005640,GO:0005811,GO:0005881,GO:0016021,GO:0048471,GO:0019894,GO:0006869,GO:0006997,GO:0007097,GO:0007523,GO:0031887,GO:0032386,GO:0034453,GO:0035149,GO:0042051,GO:0045855,GO:0060361,GO:0061024,GO:0005871
gene2669	GO:0060173,GO:0000978,GO:0007443,GO:0007411,GO:0001228,GO:0007420,GO:0045944,GO:0007435,GO:0007418,GO:0007419,GO:0072175,GO:0007628,GO:0046982,GO:0005737,GO:0035202,GO:0035225
gene2672	
gene2673	
gene2684	
gene289	GO:0016020,GO:0004984,GO:0005549,GO:0007608,GO:0007187
gene2686	GO:0003700,GO:0000976,GO:0006355,GO:0032502,GO:0005667,GO:0006355
gene2678	GO:0005615,GO:0005829,GO:0012505,GO:0031594,GO:0043231,GO:0061174,GO:0005178,GO:0008134,GO:0031072,GO:0051082,GO:0051087,GO:0006887,GO:0009408,GO:0010033,GO:0033554,GO:0036098,GO:0042691,GO:0045746,GO:0050821,GO:0051085,GO:0060250,GO:0090129,GO:2001046,GO:0008305
gene2677	GO:0008236,GO:0016021,GO:0006465,GO:0005787
gene2694	GO:0007030
gene2676	GO:0005840,GO:0044446,GO:0003723,GO:0003735,GO:0002181,GO:0042254
gene2695	GO:0016747
gene2690	GO:0009649,GO:0010378
gene2687	
gene290	GO:0015629,GO:0051015,GO:0007010,GO:0030032,GO:0065007,GO:0072499
gene2689	GO:0000077,GO:0030896
gene2688	GO:0006508,GO:0004222,GO:0016477
gene2691	GO:0005515,GO:0007229,GO:0007475,GO:0043508
gene2693	GO:0033819,GO:0009249
gene2692	
gene2679	GO:0035288,GO:0035289,GO:0008544,GO:0045168,GO:0005113,GO:0001746,GO:0005829,GO:0031397,GO:0016015,GO:0016335,GO:0035154,GO:0035231,GO:0035232,GO:2000010,GO:0007224,GO:0007386,GO:0008233,GO:0046824,GO:0005886,GO:0007346,GO:0001751,GO:0007418,GO:0030139,GO:0048099,GO:0060914,GO:0035224,GO:0007473,GO:0042078,GO:0007474,GO:0045861,GO:0002385,GO:0007478,GO:0048100,GO:0007506,GO:0048066,GO:0048103,GO:0035217,GO:0007280,GO:2000274,GO:0016539,GO:0007440,GO:0007487,GO:0007367,GO:0035290,GO:0007442,GO:0021960,GO:0007446,GO:0005615,GO:0030713,GO:0016540
gene2682	GO:0042060,GO:0006164,GO:0003937,GO:0004643,GO:0006144,GO:0042720
gene2681	GO:0007406,GO:0005515,GO:0003713,GO:0016592,GO:0006357,GO:0005667,GO:0045893
gene2685	GO:0005515
gene2683	GO:0000815,GO:0007034,GO:0015031,GO:0032509,GO:0048468
gene2680	
gene2675	GO:0044428,GO:0005488,GO:0009987
gene2674	
gene2698	GO:0005615,GO:0006955,GO:0035593,GO:0006508,GO:0005044,GO:0090263,GO:0008234,GO:0017147,GO:0042600,GO:0030247
gene2702	GO:0008407,GO:0048522,GO:0010259,GO:0035317,GO:0001228,GO:1990837,GO:0001227,GO:0045823,GO:0019216,GO:0007623,GO:0007622,GO:0006357
gene2699	GO:0034464,GO:0005515,GO:1905515
